Target,Stance,Text
Russia,-1,ABD ve AB Rusya'yı kınadı. Bu Rusya için büyük bir yıkım. Dünya bu Kınama vahşetine dur demelidir  #Kiev #Ukraina #Odesa
Ukraine,-1,- #Ukrayna Hava Kuvvetleri'nin iki Su-24 bombardıman uçağının düşürüldüğü iddia edildi.  #Ukraine #Kiev #Rusya #Putin
Russia,-1,"Gece Şolohov'un dört ciltlik ''Durgun Don''serisine başlayıp sabah Rusya'nın bombalama haberleriyle uyanmak... 21.yy'da bir vürüsü alt edemeyen insanın, suçsuz sivilleri, çocukları, hayvanları katlederek gücünü gösterme sanrısı olmalı savaş. Egosunu da alt edemeyen insan..."
Russia,-1,Süper güç dediğimiz abd İngiltere AB hani uzaydan her şeyi yapabilecek güce sahipti. Rus uçaklarının radarlarını kitlesenize bu kadar gücünüz yok mu yada işinize mi gelmiyor Ukrayna düşsün de çökelim mi diyorsunuz...  #Ukrayna #Ukrainian #Russia #Rusya #Putin #Montroe #Kremlin
Russia,-1,Putin’in sınırımızda Nato ülkesi istemiyoruz söylemi doğru ise bu ne anlama geliyor? Türkiye’de mi planları arasında? Rusya’nın yok oluşu Türkiye’ye en ufak saldırısıyla başlar. Hiçbir dünya ülkesine benzemez Türkiye. Dostluğu dostluktur ama düşmanlığı ise kaçacak delik aratır..
Ukraine,-1,KREMLİN : RUSYA'YI DEMİR BİR PERDENİN ARKASINA KAPATMAK İMKANSIZ   Yürü be koçum kim tutar seni..
Ukraine,1,"Aslında Amerika, Avrupa birliği ile Rusya savaşıyor ama olan Ukrayna,ya oluyor.."
Russia,-1,Rusya açık pazar Batılı şirketlerin büyük yatırımı var unutlmamalı Eski Sovyetler birli değil
Ukraine,1,"@Ukraine yanında durmayan şerefsizdir, Rusya umarım yok olursun pislik #StandWithUkraine"
Russia,-1,"Aliyev hayırdır Putin'in elinde kasetinmi var anlamıyorum ki ne bu Rusya sevdası ,sıra sana gelecek alooooo kendine gel"
Ukraine,1,#Kiev #Ukraine para yardımı gönderelim. kampanya başlatılsın. defol Rusya
Ukraine,1,Sizce UKRAYNA SUÇLU MU DEĞİL NİÇİN RUSYA SAVAŞ ÇIKARIYOR İŞGAL YERLERİNİ BİR BAJIN YER ALTI ZENGİNLİKLERİ DEĞİL Mİ SİZCE
Russia,-1,Rusya: Ukrayna hava üslerinin altyapısı devre dışı bırakıldı.
Russia,1,#Kremlin Sözcüsü Dmitriy Peskov:  Rusya’yı demir perdenin arkasına kapatmak imkansız. Operasyonun ne kadar süreceğine Putin karar verecek.
Ukraine,-1,"""Sol"" Rusya işgalini desteklemezmiş. Ben bir sosyalist olarak öyle 'sol' ve 'solcu' tanıdım ki, Molla rejiminin zulmüne karşı İran halklarını desteklemek yerine ABD, 'İran halkının demokrasi mücadelesini destekliyor' açıklaması yaptı diye Molla rejimini desteklemiştir."
Ukraine,-1,Rusya bütün dünyaya resti çekebiliyor çünkü dışa bağımlı değil.  Dışa bağımlı ülkelere duyurulur
Ukraine,-1,"Rusya'nın Ukrayna'ya girişini izliyoruz. Fakat buğday ithalatı'nın büyük bir kısmını, Rusya'dan karşılıyoruz. Doğalgaz fiyatı'nın yukarı gitmesini beklerken, buğday ile ilgili ürünlerin fiyatları' da yükselicek.."
Ukraine,1,"İddia ediyorum, hiç şiddete meyilli olmayan insanlar bile bugün, putin denen diktatörün ağzını burnunu kırmak isterdi. Suriye savaşında hissettiklerimiz, şimdi ukrayna savaşında. Hiçbir şekilde saldıranlar(rusya) haklı olamaz! Hep birlikte elimizden geleni yapalım, karşı çıkın!"
Ukraine,-1,Savaşa dair son bişey söyliycem  ABD Suriye'den çekildikten sonra  Suriye'de ki petrolün kontrolü kimde  Rusyada  ABD nin ve Rusya'nın can damarı ne  Petrol ve doğalgaz  ABD güçlü bir Avrupa Birliği istermi  Hayır  Avrupa Birliğinin enerji ihtiyacını kim karşılıyor Rusya  👇
Russia,-1,"Rusya nın yaptırımlarını nato ve ukraynanın kabül etmesi demek rusyanın dünya üzerinde ki hegomonyasını gücünü kabül ettirmiş olur.Bizim açımızdan bakılırsa ukrayna bir nato ülkesi değil, ortaklarındandır tabiki de tarihi bir durum söz konusu. Rusyanın bu tavrı kabül edilemez"
Russia,-1,"Bu görüntü ""savaşı devletler çıkartır halklar değil"" sözünün kanıtı. He ne kadar mümkün görünmese de umarım halkın gücü bu savaşı bitirir, Rus halkı daha güçlü ayaklanır inşallah da Putin biran önce çekilir Ukrayna'dan."
Russia,1,RAW: Rusya'nın Ukrayna'nın bazı askeri altyapısını etkisiz hale getirdiğini iddia etmesinin ardından Ukrayna'nın Chuguev kentindeki askeri havaalanından bir duman bulutunun geldiği görüldü.
Ukraine,-1,"Abd,Rusya ile baş edemeyince;bari Rusya’nın içini karıştırıyım…"
Ukraine,1,"Zel’in, eski komedyen- yeni devlet başkanı, Ukrayna’ya verdiği emsalsiz bi hediye var; asla kaybetmeyecekleri bi dava!"
Russia,1,"Rusya Merkez Bankası, doların tansiyonunu düşürmek için piyasalara müdahele etme kararı aldı. #Ukraina"
Russia,-1,"Herkes şunu çok iyi bilmeliki hiçbir emperyalist güce guvenilip sırt yaslanmaz. İşte Ukrayna yı sırt üstü bıraktılar. Ne Rusya ne ABD ne NATO, BM, Avrupa nede çin hepsi kâfir hepsi emperyalist. Akıllı olup bu savaşın Bir parçası olmamak gerekir. Müslümanların Birlik olmaları şart"
Ukraine,1,Güne günlerdir endişeyle beklediğimiz görüntülerle başladık.Rusya dünyayı yeni bir savaşın içine sürüklemeye çalışıyor. Umarım yürekli açıklamalar yapan ülkeler destek olur #Ukrayna ya. Ve umarım bu kadar yakınımızda devletimiz bu süreci layıkıyla yönetir😔 İnsanlık için üzgünüm
Russia,-1,Birleşmiş Milletler Rusya saldırısı için acil toplanıyor ve Birleşmiş milletler başkanı Rusya vatandaşı Putin'in adamı. Böyle bir saçmalık olabilir mi.❓ Bunlar trajikomik olaylar.
Russia,-1,"Rusya gider Ukrayna’ya girer , oradan seker gelir bizim g.tmze girer 🙈😬  Bi bitmediniz aq... #RusyaUkrayna  #Rusya #Ukrayna  #bist100 #Endeks"
Russia,-1,"Bu gün Ukrayna’ya elini kolunu sallayarak giren Rusya, Yarın herhangi bir Avrupa ülkesine’de girebilir yılanın başını küçük ken ezmek lazım..."
Ukraine,-1,Rusya modern savaş taktiklerini bire bir uyguluyor. Kan dökmeden alabilceği bir savaşı böylr yapıyorsa benim yorumum tüm ab ye gözdağıdır. Mesaj net. Hepinizi 3 saatte alarız çok şey etmeyin
Russia,1,"ABD Başkanı biden, afra tafra yaptı kendisine güvenen ve NATO'ya inanan Ülkeleri kendi haline terketti Putin ile anlaşmış bir görüntü verdi. rusya istediği ülkeleri ele geçirecek sonra sıra ABD ye gelecek onlarda ülkeleri ele geçirecekler #Ukrayna #SavasaHayır Ülkeleri Soyuyorlar"
Ukraine,1,Yanındayım ukrayna
Russia,-1,Annen ölsün Rusya #putin #Ukraina #Russia #rusya #Ukrayna
Russia,-1,Allah sizi yerle bir etsin rusya
Russia,-1,Buna boyle denmez rusya bu oyuna düştü denir.
Russia,-1,Çin ve Rusya dünyanın yok edilmesi gereken virüsleridir.
Russia,-1,Eurovision 2016 jamala kazanınca çok sevinmistim. Rusya 2. Olup kazanamamıştı
Russia,-1,"Rusların Kışın Savaş Yapmasının Sebebi  Bize Gelemesinler,Kafa Tutamasınlar Diye.. Bilenler Bilir Rusya'ya Kadar Gittiler Zamanında Gidenlerin Soğuktan Araç Motor Blokları Patladı  Bunu Fırsat Bilerek Yapıyorlar Çünkü Yazın Cesaret Edemezler  Biliyor Ki Denk Getirirlerse Oyarlar."
Ukraine,1,"Ukrayna yönetimini kazanamayacağı bir savaşın içine sokanlar,BMGK'da Ukrayna temsilcisinin taleplerini dinlemeyip oturumu kapatanların diğer uzantıları daha sonra Rusya'nın savaş uçaklarının ve füzelerinin vurduğu hedeflerin sayısını açıkladı.Batı draması bu kadar.ANLAYANA"
Ukraine,1,"Pandemi koşullarından dolayı ABD ve Avrupa ukrayna'yı uzaktan destekliyor bence,yoksa çoktan rusya'yı tokatlamışlardı🙄😂😂😂"
Ukraine,1,#Ukraine dan meslektaşlarımız bildiriyor.. #Ucrania #UkraineRussiaCrisis #Ukrayna #NoWar savaş kan gözyaşı demektir . Acı demektir.? #Zelenski yi dinledim az önce #Rusya halkıda buna tepki koymalı #rusia
Russia,1,"Rusya abd emperyalizminin ilk kuşatmasını kırdı,o şeref  yakında Türk halkında gelecektir 👍🇹🇷"
Ukraine,1,"Ayı kızdı ve saldırdı. ABD, ""Asla askeri yardım göndermeyeceğiz"" dedi. Ukrayna yalnız bırakıldı. ABD ve Rusya karakterlerinin gereğini yapıyorlar. Ukrayna halkına yazık. Etrafındaki her savaş Türkiye'yi yakından ilgilendirir.  Bu ise çok fazla sarsacak!"
Russia,-1,"Bazıları katil Rusya ile yeni tanışmış olabilir ama biz SSCB'nin katilamlarını, Afganistan'ı, Grozni'yi ve son 10 yıldır Suriye'de yaptıklarını iyi hatırlıyoruz. Emperyalizmi sadece Batı'da arayanlar biraz da Doğu'ya bakarlarsa felaketin günceliyle ve büyüğüyle yüzleşirler."
Russia,-1,Ne kadar kötüsün Putin bu yaşattıklarını yaşamadan ölme #Ukrayna
Russia,-1,"⚡️NBC: Biden'den Rusya'da internet bağlantısını kesmesi, elektrik beslemesini kesmesi ve yeniden ikmali önlemek için demiryolunu kesmesi teklif edildi..  Biden dede yaparmı bunları 😀  #Ukrainian #Ukrayna Ukrayna #Russia"
Russia,-1,"🔹️NATO Genel Sekreteri Stoltenberg:   🔹️ ""NATO, Rusya'nın eylemlerini ""mümkün olan en sert şekilde"" kınıyor ve  diplomasiye başvurma çağrısında bulunuyor.""  🔹️""NATO, tarihin en güçlü askeri ittifakıdır, ancak çatışma aramıyoruz, savunma amaçlı bir ittifakız."""
Russia,-1,Batı hala Rusya'yı şiddetle kınıyor ve yatırımlarımız ağır olacak diyor.Seveyim sizin zihniyetinizi.
Russia,-1,"rusya melek çünkü, ağzınızdan çıkanı kulağınız duymuyor bazen. abd/batı karşıtlığını rusya üzerinden yorumlayıp duruyorsunuz. tam bağımsızlıksa tam bağımsızlık öncelikle işgalcilerin karşısında durmak gerekir."
Ukraine,1,"Saldırgan-emperyalist Batı ile mazlumlar dünyası Ukrayna, Suriye, Irak, Libya’da, Karabağ’da, Kıbrıs’ta cephe cepheye. Rusya ile Kıbrısta, Karabağda, Suriyede müttefik olup, Karadenizde suikaste iştirak edemezsiniz."
Russia,-1,Ne Rusya sınırı Amerikan üsleri için paravan Nato! Ne Rusya sınırı üsleri için Amerikaya zemin hazırlamaya çalışan AB! Ne bölerek ülke parçalamaya çalışan Rusya! Ne Nato&amp;Usa politikalarını bahane ederek Ukraynayı işgal eden Rusya! YETER!!! #StopWar #NoWar #SavaşaHayır
Ukraine,1,Rusya’nın Ukrayna topraklarına saldırması ülkemizi çok yakından ilgilendirmektedir. Ukrayna’nın toprak bütünlüğüne yapılan bu saldırı elbette kabul edilemez. Ayrıca ABD  ve NATO Türkiye’yi olası bir bataklığa sürüklememesi hususunda çok dikkatli bir diplomasi ortaya koymalıdır.
Russia,-1,Bu berbat güne bırakılmış en sahici not Rusya halkının #SAVASAHAYIR diyerek sokağa çıkma cesaretidir. 💪✌️#StopWar
Ukraine,1,"Savaş bir suçtur filler tepede tepişirle olan çimene olur derlerya. Olan Ukrayna'da yaşayan çoluk çocuk, kadın ve masumlara oluyor.  Çekin artık o pis ellerinizi insanlığın üzerinden gözü doymaz mahlukatlar Allah belanızı versin inşallah #SavasaHayır  #Ukrayna  #Rusya"
Russia,-1,Tüm dünya kamuoyu ve halkları savaşa karşı barışı haykırmalı.en çok Rusya halkının bu hapishane baş gardiyanindan kurtulması gerekir.
Ukraine,1,ukranya ve rusya ile ilgili bir ses odasındayım orada konuşan bir kadının ablası şuan ukranyadaymış kadın konuşurken sesi sonlara doğru öyle bir titredi ki çok kötü oldum ya
Russia,-1,Bir taraftan Rusya Ukrayna’ya diğer taraftan Çin Tayvan’a savaş açıyor. Savaşa karşıyız. #SAVASAHAYIR
Ukraine,1,"Biden: ""Sabah G7 liderleri ile görüşeceğim ve bunun ardından Rusya'nın Ukrayna'ya, küresel barış ve güvenliğe yönelik bu gereksiz saldırganlığı nedeniyle ABD ve müttefiklerinin yanıtını duyurmak için Amerikan halkına hitap edeceğim"" ifadesini kullandı."
Ukraine,-1,"Doğu Perinçek: “Rusya’nın kullandığı silah, şu an barış ve huzur getiren silahtır.”"
Russia,-1,Orrrr cocugu herseye karışmayı biliyorsunuz bunu da durdursana g9tüm yemiyor ki rusya ya satısmaya
Russia,-1,Batı ile örtünen çıplaktır. ABD ile korunan zayıftır. NATO ile konuşan dilsizdir. AB ipiyle kuyuya inen kuyuda kalır. Rusya’ya güvenen de bilsin ki “ayı aç kaldığında etrafında ne varsa onu yer”  Tarihi hafıza şart. Hem de şapşart.
Ukraine,1,Rusya Ukrayna'dan çıkamayacak.
Russia,-1,"Rusya Ukrayna’yı tamamen işgal etmeyecek, askeri ve stratejik hedeflerin kontrolünü ele geçirip, Rus yanlısı bir iktidar oluşturana kadar bunu devam ettirecek (Abluka). Tabi her zamanki gibi olan yine halka olacak. Yıllardır bu yarayı kaşıyanlar ise şimdi avuçlarını ovuşturuyor."
Ukraine,1,"Bu gece ayrı yerlerde çok sayıda Rus askeri öldürüldü. Görünüşe göre, Rus kuvvetleri ilerlerken, Ukrayna kuvvetleri onları pusuya düşürüyor. #WWIII #Ukraina #Putin #Ukrayna #NATO"
Ukraine,-1,Rusya'nın işgali devam ediyor; Rus kuvvetleri Harkov'a yaklaştı
Russia,1,Ben Rusya tarafını mı tutsam acaba 🤔 Çünkü kaybedecek tarafı tutmak istemiyorum. ! 😲
Russia,1,rusya çok güçlü amk lütfen onların karşısında olmayalım
Russia,1,🔴⚡️ Ukrayna konusunda aldığımız tedbir ve kararların amacı Rusya halkının güvenliğini sağlamak.  -Rusya Dışişleri Bakanı
Russia,-1,putin biraz daha ukraynayı bombalar dayanacak güçleri kalmayınca rejim istifa eder yerine putinin yönetecegi cinsten bir adam geçer tıpkı çeçenistanda yaptıkları gibi devşirme bir ukrayna ortaya cıkaracaklar
Ukraine,1,🇦🇿❤️🇺🇦 inanırıq ki Ukrayna hak mübarizəsində qələbə qazanacaq  #Ukraine #NoWar
Russia,-1,#Ukrayna Rusya SSCB göndermesi yaparak eski sınırlarından bahsedeli sadece bir kaç gün oldu; Ukrayna Rusya için bir son olmayacak; ABD Rusya gibi emperyalistlerin bir an önce durması gerekiyor. Dünya savaşa doydu!!!
Ukraine,-1,"Rusya Devlet Başkanı Vladimir Putin, diplomatik çözümlere sıcak baktıklarını fakat ülkesinin çıkarlarının müzakereye açık olmadığını dile getirdi. Putin, ordunun bu çıkarları savunmak için yeterli olduğunu ifade etti."
Ukraine,-1,Putin için Sovyet Rusya hala yaşıyor.
Russia,-1,"Şimdi Rusya tüm dünyanın gözü önünde vahşice bir ülke toprağına saldırıyor, hem de 21. Yüzyılda, hala insanlık bir savaşa nasıl izin veriyor, dünya susuyor, çocuklar yine ölecek... Allah belanızı versin Rus ayıları... #NoWarWithUkraine"
Russia,-1,#NoWar abd-rusya-israil-fransa ve çin bu 5 ülke yeryüzünde olduğu müddetçe bana barıştan marıştan bahsetmeyin agaa 😡
Russia,-1,Avrupa Komisyonu Başkanı: Rusya'nın AB'deki varlıklarını donduracağız
Ukraine,-1,Bu savaşta Rusya nin yanındayız @KremlinRussia_E yanındayız aloooo hakkını ver
Russia,1,Ukrayna'da olanların tek sorumlusu ABD'dir. Maidan olaylarından bu yana her şey tüm dünyanın gözü önünde oldu. Rusya'yı boklamayı bırakın artık.
Russia,-1,#Ukrayna nükleer silahlarını Rusya’ya ülke bütünlüğünü bozmaması şartı ile teslim etmişti.  Atalar demiş Ya Ayıdan post Rus’tan dost olmaz diye #RusyaUkraynaSavaşı
Russia,1,"Belarus Devlet Başkanı Lukaşenko, gerekli olması halinde kendilerinin Rusya'ya askeri destek sağlayabileceklerini söyledi."
Russia,-1,"Birçok ülke Rusya için yaptırım kararı açıklıyor. Yaptırımlarla varılacak bir sonuç yoktur. Rusya bu yaptırımları göze alarak harekatlara başladı zaten. Önemli olan somut adımlardır, soyut yaptırımlar değildir. Yaptırım uygulanacak ülke, kayıp veren ülkedir."
Ukraine,1,Aslanım Ukrayna koçum Ukrayna seni NATO üyesi yapacağız AB ye alacağız seni doğu avrupanın yıldızı yapacağız gazı ile Rusya'ya yem yapılan Ukrayna halkının her damla kanında işte bu puştların parmağı var.
Ukraine,1,Bu ömür bir savaş daha gördü. Bu savaş çıkmadan çıkmaz diyordum ya da 2014 gibi olur diyordum. Yanılmışım. Ama yaklaşık iki yıldır söylediğim bir şeyin arkasındayım; biz Ukrayna’nın yanında olmalıyız. Romantik geliyor kulağa ama tamamen öyle değil.
Ukraine,-1,Rusya Vatan Topraklarıni savunmak için ileri operasyon yapmaktadır!!! Aynı Türkiye Cumhuriyeti Devleti'nin Suriye topraklarında yaptığı gibi!!!
Ukraine,-1,"Putin, Rusya'nın amacının Ukrayna'yı işgal etmek degil, silahtan arındirmak olduğunu iddia ederek Ukrayna'ya resmen savaş başlattı."
Russia,-1,"""Boğazlar, Rusya'nın elinde olsa Batı, ABD ve toptan emperyalizme karşı daha güçlü olur, emperyalizmle daha iyi mücadele ederdi."" Bakalım bunu solculuk, emperyalizm karşıtlığı adına ilk hangi Rusçu ""dahi"" söyleyecek?"
Russia,1,Savaş çok fazla buyumez. Rusya asıl hamleyi önünüzdeki sonbaharda gerçekleştirir.  #horoskop  #astroloji  #Ukrayna
Russia,1,"Evet bir savaş var ve bu savaşı 8 yıl önce AB-D/NATO başlattı, Rusya bitiriyor. Savaşın başlangıcından düne kadar olanları görmeyip bugün savaşa hayır sloganı atmak iki yüzlülük"
Ukraine,1,"Ukrayna/Zelenski:  - Bu görülmemiş çapta bir yurt savunmasıdır, ulusun birliği için hepimize sorumluluklar düşüyor - Rusya ile diplomatik bağlarımızı kopardık"
Ukraine,-1,"Şeytanın avukatlığını yapmış gibi olacağım ama Rusya'nın sınırına dayanmış bir NATO ve Batı tehditini böyle önlemeyi tercih etmesi gayet akla uygun. NATO ordularını Ukrayna'ya getirmeye çalışırken Ruslar ne yapacaktı, Balalayka mı çalacaktı?"
Ukraine,-1,"Rusya'nın önünde durabilecek güçte 1 tane ülke yok. AB'nin veya NATO'nun uygulayacağı yaptırımların kesinlikle Rusya'yı korkuttuğunu düşünmüyorum. ABD hiçbir zaman Rusya ile kafa kafaya gelme tehlikesine düşmez.  Ukrayna, Rusya'nın önüne yem edildi."
Russia,1,"CNN propagandaları ve kışkırtmalarıyla Biden’ın “istediği oldu”. İnşallah can kaybı çok olmaz… Ukrayna ise, gördüğü sahte desteğe ve birkaç Rusya’yı sevmeyen vatandaşının, milliyetçi naralarına kanıp, dik konuşmaya devam ediyor ama ben alttaki tweetimin maalesef arkasındayım."
Ukraine,-1,Buğday ve ayçiçeği ithalatının önemli bir kısmı Rusya’dan. Turizmde de Rus turistin önemli ölçüde getirisi var. Ukrayna’dan 3-5 mülteci kadın gelsin diye dua eden ahmaklar bu gidişle yiyecek ekmek bulamayacağınızın umarım farkındasınızdır. Savaşın galibi olmaz!#SavaşaHayır #NoWar
Russia,-1,ABD'nin yüzünden tüm dünya tehlike altında..Rusya oyuna gelerek savaş ilan etti. Allah sonumuza yardım etsin..
Russia,-1,@EbruBaki  kahrolsun amerika kahrolsun nato rusya haklı
Russia,-1,"Ukrayna hiç bir zaman devlet olamamıştır ,bağımsız olmamıştır. Kukla rejimli bir Abd kolonisidir. Düne kadar ülkelerinin %20/25 ini Çin e kiralamayı düşünen, Kırımda Rusya ya posta koymaya kalkan bir ülkeydi. Ee kaşınırsan kaşırlar aga ağlamayacan."
Russia,1,Rusya Kiev’deki hava alanını ele geçirmiş. Daha 1. Gün yahu.
Ukraine,-1,Ukrayna direnişi belki işi uzatır ama Rusya alacağını alır. Dünyaya da gereken dersi verir demir yumruğuyla. Putin'i konuşmaları sırasındaki yüz ifadesi zaten kararlığını aylardır gösteriyordu.
Russia,-1,Rusya borsasında kayıp yüzde 50'ye dayandı.
Ukraine,-1,Ne oldu Moruk @JoeBiden ? 4000 TIR silah Rusya sınırına gönderemedin mi?
Russia,-1,Çok zalim çok vicdansızsın Rusya #ukrayna
Ukraine,1,Rusya 3 koldan Ukrayna topraklarına saldırıyor 💣  ABD Avrupa seyrediyor dünya Putin durduramadı😡
Russia,1,"Rusya, Ukrayna kentlerini savaş uçaklarıyla bombalamaya başladı."
Russia,1,"Tarihe not: Rusya, Ukrayna halkını kurtarmak için Ukrayna'yı bombalıyor."
Ukraine,-1,"Hayır *** koyduğumun Ukrayna'sı, tek başına Rusya'ya karşı gelemeyeceğin belli, diplomasiyle biseler yapmaya calissaydin ya, AB sikiyle gerdeğe girersen göt gibi kalırsın ortada #RusyaUkraynaKrizi"
Russia,-1,Rusya’yı kınayan bir karar tasarısı BMGK’ya sunulacak.  Tasarı Cuma günü oylanacak.  Komedi gibi..
Russia,-1,Basketbol Euroleague'de Rus takımlarına protestolar var ama bunu futbolda göremiyoruz bu akşam  Barcelona Zenit ile oynayacağı maç için Rusya'ya gitmedi. Baskonia'da Unics Kazan ile maça çıkmadı. &gt;&gt;&gt;
Russia,-1,"Rusya'nın Ukrayna'nın birliğine ve bütünlüğüne karşı başlattığı savaşı kınıyorum. İnsanlık tarihinde yine utançla anılacak şeyler yapılıyor. Gandhi'nin de dediği gibi ""Barışa giden yol yoktur. Barışın kendisi bir yoldur."" #StaywithUkraine #RussianInvadedUkraine #KyivnotKiev #Kiev"
Ukraine,-1,"Putin'in derdi toprak değil. Putin'in derdi ideoloji. En iyi senaryoda, Ukraynadaki yönetimi değiştirip Belarus'ta yaptığı gibi kendi kukla rejimini getirmek olur. Bugün buna alan kazandığını gören Rusya, tepkisizliği ve cılız sesleri fırsat görerek başka yerlerde alan genişletir"
Russia,-1,Rusya hasteneyi vurdu şaşırmadım her zaman yaptığı iş
Russia,-1,Batırın şu Rusya’yı Sovyetler dönemine dönsün
Russia,1,"Silahın ve gücün yoksa, dövüşmeyi bilmiyorsan, demokrasinin, insan hakları bildirgesinin bir palavra olduğunu Rusya gibileri kafana vurduğunda anlarsın ve iş işten geçmiş olur... #russiaukrainewar"
Ukraine,-1,Şu anda dehşet bir batı propagandası dönüyor ama Rusya bu işgalden çok az sivil zayiatla çıkmayı başarırsa Putin bir tirandan bir özgürleştiriciye dönüşür benden söylemesi. #Kiev
Russia,-1,Rusya sinsi bir devlettir. Önce Ukrayna’ya Kırım’la yoklama yaptı şimdi ise Kiev’le hepsini alarak.
Ukraine,1,"Zelensky, Rusya'nın Kiev yakınlarındaki havaalanını ele geçirdiğini bildirdi."
Russia,1,Ukrayna'da 3  yila yakin yasadim. Cok dost edindim. Tarihlerini arastirdim. Hic oyle kaderlerine boyun egecek insanlar degiller. Oyle olsaydilar Rusya tekrar ve bu kez topyekun saldirmazdi. #Ukraine
Ukraine,1,"İşin aslı.. Ukrayna'yı bu duruma düşüren NATO/ABD'nin Rusya'yı yok sayan politikasıdır. N'oldu şimdi? Putin de onları yok saydı, var mı durduran, yok. Ne yazık ki olan şimdi Ukrayna'ya oluyor,  yarattığı ekonomik kriz de cabası. Yazık!  Erdal SARIZEYBEK"
Russia,1,"Rusya'nın planı büyük ihtimalle full-scale bir işgal değil, stratejik noktaları ele geçirip, Ukrayna'nın askeri kapasitesini yok edip barışa zorlamak, 2-3 güne kadar da bu sonuca ulaşmayı hedefliyorlar. Kiev'i işgal savaşı uzatır."
Russia,-1,#Biden:  #Rusya'nın #Dolar la iş yapmasını sınırlayacağız.  #kriptopara #Btc #Ukraina #
Ukraine,-1,Bu kadar beceriksiz bir hükümet ve başkanı.. Savaş geldim dediği halde UKRAYNA halkı için hiç bir önlemi almamış bir hükümet... #Ukranya
Russia,-1,Karabağ işgalin de Türkiye Desteği de Avrupa ABD Rusya İçin Bir Uyanma Oldu Silkelendiler …. Yeniden  Türk Cumhuriyetlerini Etkisizleştirmek için Rusya yı sürdüler Öne  Putin zaten Fırsat Kolluyordu …
Russia,-1,Nato nasılsa müdahale etmiyor hal böyleyken nasıl putin güvenlikten bahsediyor. abd ve rusya oturmuşlar masaya ve dünya genelinde bir al gülüm ver gülüm yapmışlar. Olan biten güvenlik savaşı değil paylaşım savaşı...
Russia,1,"Gördükleri bayraktarları , yok hava sahasının efendisiymiş yok rakip tanımazmış. A10 dan bile üstün diyen oldu . Kullanışlı silah mı - Evet. Ama işte düzensiz ordulara, teröristlere ve 3.dünya kapasitesine sahip silahlara karşı. Rusya işte çoğunu yerde yok etti."
Russia,-1,Dikkat çekilmesi gereken bir konuda şu; Tüm Rus yetkililer açıklamalarında Putin karar verecek diyor. Ortada bir Rusya Devleti falan yok!Devlet kurumları yok! Ortak akıl yok! Sadece Putin var! Ve Savaş var! Tanıdık geldi mi?
Russia,-1,Sivilden evinden ne istiyorsun *** çocuğu Rusya
Russia,1,"Rusya geleceğe dönük önemli kararlar alacak... Doğu Akdeniz""i de kapsıyor... Rusya""nın amacı iktidarın değişmesi için elinden gelen her türlü hamleyi yapmaya çalışmak ve kendi anlaşabileceği bir iktidarın kurulmasını sağlamak..."
Ukraine,1,"Rusya tüm dunyanın gözleri önünde, bagımsız bir ülkeyi işgal edip, sivilleri öldüruyor ama ‘savaş aygıtı NATO’. Türk solunun ezberci Batı karşıtlıgı sınır tanımıyor. Ya sabır!"
Russia,-1,"Corona gündeminin bu şekilde değişmesini hiç dilemezdim. Alçak Rusya’nın kendisini „huzur bozucu” olarak dünyaya hatırlatması umarım bazı devletlerin uyanmasına yol açar. İyiyi dilemekten başka ne yapılabilir, bilmiyorum."
Ukraine,1,Cesur Ukrayna halkı işgale karşı sonuna kadar direnecektir✊ #Ukrayna Rusya'nın Stalingrad'ı olabilir.
Ukraine,1,"Ukrayna, Suriye, Filistin, Gazze, Doğu Türkistan.... ölen kişiler farklı ama hepsi mazlum, katil de aynı hikaye de aynı."
Russia,1,Savaşı soranlara: Bunu ilk söyleyenlerdenim ama ben buna savaş demem. Rusya vuracak ve herkes izleyecek. Ama eğer NATO karşılık verirse o zaman derim ki zamanlamada yanıldım. Ama şu anda bence bir şey çıkmaz buradan. Kırımdaki gibi RUSYA alır dünya izler.
Russia,1,Rusya hakkı olarak ukraynayı işgal ederek tek kutuplu dünya dönemine son verdi sırada Çin’in Tayvan’ı işgali var bekliyoruz #Kiev
Russia,1,Ukrayna’nın Zelenski başta olmak üzere acemice ve basiretsizce yönetildiğini anlamak zor mu? Göz göre göre bir halkı ateşin içine atmaktır bu.. Rusya’nın yanıbaşında Amerika ve Avrupa’ya uzak karakol olmayı seçmek aklını kaybetmekle eşdeğerdir. Üstelik Nato üyesi bile değilken.
Ukraine,-1,"Anlamadığım Bir Şekilde Bir Rusya Sempatisi Gelişti  Rusya Yakacak, Yıkacak ama Karlımı Çıkacak  Avrupa Yaptırım Uygulatsa Rusya’ya Ne Olurmuş, İngiltere Finans Sistemini Kapatırsa Ne Olurmuş❓  Bakın Bakalım Neler Oluyormuş❓  Lan Adamlar Gazı-Petrolü Dövizle Satıyor DÖVİZLE❗️❗️"
Ukraine,1,🔴 Ukrayna'nın Ankara Büyükelçisi Vasyl Bodnar: Maalesef sivil kayıplarımız var. İnternette gerçeği yansıtmayan birçok bilgiye ulaşabilirsiniz. Rusya aynı zamanda internette de enformasyon savaşını başlatıyor.
