Class,Text,Context
1,Galatasarayımın macı var ama kuzenlerimin gitmesine sayılı gün var. Bu nasıl ikilemdir bilemezsiniz..,"https://twitter.com/i/events/1538898285926905344
Anahtar kelimeler: Galatasaray, kuzenlerim, gitmesi, sayılı gün, ikilem

Yazarın ima ettiği duygular: Sevinç, üzüntü, kararsızlık, yakınlık

Yazarın retorik aracı: Karşılıklı ilişki kurma, duygusal dile getirme

Yazarın duruşu: Galatasaray'ın başarılı olduğu ve kuzenlerinin gitmesine üzüldüğü yönünde. Ancak, ikilem olarak nitelendiriyor ve kararsızlık yaşadığını gösteriyor. 

Sonuç: Yazar, Galatasaray'ın başarısından duyduğu sevinçle, kuzenlerinin gitmesine duyduğu üzüntü arasında kararsızlık yaşadığını belirtiyor. Bu, Galatasaray taraftarı olarak yakınındaki insanların"
-1,"Milli iradeyi hiçe sayan, siyaseti dizayn etmeye çalışan vesayetçi anlayışın anti demokratik uygulamalarından bir diğeri de 14 yıl önce yayınlanan 27 Nisan e-muhtırası idi. Kendini milli iradenin üzerinde sayan her türlü harekete hep karşı olduk ve olmaya da devam edeceğiz!","Author's Stance: The author appears to be expressing strong opposition to any form of power that seeks to undermine or override the national will. They specifically refer to a past event, the ""27 Nisan e-muhtırası"" (April 27 e-stop order), as an example of such anti-democratic practices. The author pledges continued resistance against any attempt to infringe upon the national will. The tone is one of defiance and determination, emphasizing the author's commitment to democratic values and the sovereignty of the national will. Analysis Process: 1. Identifying key terms and phrases: ""milli irade"" (national will), ""vesayetçi anlayış"" (guardianship mentality), ""anti demokratik"
-1,IMF küresel büyüme tahminini düşürdü,"IMF'nin dün açıkladığı yeni rapora göre, küresel ekonomik büyüme oranları 2020 yılında yüzde 4,4'ten yüzde 4,2'ye düşürüldü. Bu durum, koronavirüs pandemisinin dünya ekonomisine etkisini göstermektedir. Dünya Bankası'nın da benzer bir tahminde bulunduğu belirtildi. Türkiye'nin de içinde bulunduğu G-20 ülkelerinin büyüme oranları da yüzde 3,5'ten yüzde 3,2'ye düşürüldü. 

Analysis: Bu kısa metinde, Uluslararası Para Fonu (IMF) tarafından yapılan bir küresel büyüme tahmininde azalma söz konusudur. Bu durum, koronavirüs pandemisinin dünya ekonomisine etkisini yansıtmaktadır. Ayrıca Dünya Bankası'nın benzer bir tahminde bulunduğu belirtilmektedir. G-20 ülkelerinin büyüme oranlarındaki düşüş de vurgulanmaktadır. Türkiye'nin de içinde bulunduğu bu gruplar"
-1,"@SivasSivas17 @vedatbilgn @drtasdogan @bakiersoymhp @MhpTbmmGrubu @MHP_Bilgi @dbdevletbahceli @Akparti @OlcayKilavuz @ifarukaksu @MKalayci42 @DenizDepboylu @TurkgunGazetesi @ethemsedef @vedatbilgn Avukat, Doktor, yurt dışı STAJLARI borçlanarak başlangıç sayılıyor. Benim Stajım Neden? Başlangıç Sayılmıyor. EŞİTLİK İSTİYORUZ @arzuerdemDB @fethigurer @MzyenSEvkin @feridun_bahsi @MetinErgun48 @cesuraylin @iyiparti @MHP_Bilgi #SigortamızBaşlangıçSayılsın .","Tweet 1: #İYİ Parti'den açıklama: ""Avukat ve doktor unvanına sahip olan vatandaşlarımızın yurt dışında yaptığı staj süreleri, borçlanarak başlangıç sayılmakta. Ancak bizde staj yapan vatandaşlarımızın durumları aynı şekilde değerlendirilmediği görülmektedir. İyiler, bu eşitsizliğin ortadan kaldırılması için adımlar atmayı ve mağduriyet yaşayan vatandaşlarımıza destek olmayı taahhüt eder."" https://twitter.com/iyiparti/status/1519492442159172864
Tweet 2: #MHP'den açıklama: ""İyiler partisinin açıklamasına yanıt olarak, biz de MHP olarak bu konuya önem veriyoruz. Avukat ve doktorların yurt dışında yaptığı staj sürelerinin borçlanarak başlangıç sayılması, tüm vatandaşlar için adil olmalıdır. St"
-1,"Sağlık Bakanı Fahrettin Koca, Hindistan varyantının Türkiye'de görüldüğünü duyururken; söz konusu varyantın ""mutantın mutantı"" olduğu belirtiliyor.","Tartışma: ""Mutantın mutantı"" ifadesi ne anlama gelir? Kılavuz: Bu ifade, Hindistan varyantının daha önce Türkiye'de tespit edilen B.1.1.7 ve B.1.617.2 varyantlarının her birinden bağımsız olarak ortaya çıktığını ve dolayısıyla iki varyantın karması olduğunu belirtir. Bu, yeni varyantın daha da güçlenmesi ve yayılması olasılığını artırabilir. Analysis: The passage mentions a statement by the Health Minister about the detection of the Indian variant in Turkey, and refers to it as the ""mutant of the mutant"". The guide explains that this expression means that the Indian variant emerged independently from the two previously detected variants in Turkey, B.1.1.7 and B.1.617.2, making it a"
1,Dondurulmuş limonun şaşırtıcı yararları,"1. Kalp hastalıklarını önlemeye yardımcı olur. 2. Yorgunluk ve halsizliği azaltır. 3. Kilo vermenizi kolaylaştırır. 4. Cildin erken yaşlanmasını önler. 5. Vücudunuzun pH dengesini korur. 6. Bağırsakların düzenli çalışmasına yardımcı olur. 7. Beyaz kan damarlarının büyümesini engeller. 8. Tansiyonu düşürür ve kanı temizler. 9. Enerji seviyenizi yükseltir. 10. İdrar söktürücü ve antimikrobiyal özelliklere sahiptir. Analysis: The passage discusses the surprising benefits of frozen lemon. The author highlights ten advantages, including preventing heart diseases, reducing fatigue and dizziness, aiding weight loss, preventing early aging of the skin, maintaining the body's pH balance, regulating digestive system, preventing the growth of white blood"
1,"Son 3 saat, 38 dakika, Fener'imin maçı var ulan! ![👊🏼](https://abs-0.twimg.com/emoji/v2/svg/1f44a-1f3fc.svg) ![💪🏼](https://abs-0.twimg.com/emoji/v2/svg/1f4aa-1f3fc.svg)","Bu akşam, Fenerbahçe'nin Süper Lig'deki rakibi Göztepe'yi evinde karşılaması bekleniyor. Fenerbahçe, bu sezon ligde oynadığı tüm maçlarda galip gelmeyi başarmıştır ve lider konumundadır. Göztepe ise ligde iyi bir performansa sahip olsa da, Fenerbahçe karşısında zorlu bir maç bekliyor.
Fenerbahçe'nin bu maçı kazanması, liderlik konumunu pekiştirirken, Göztepe'nin bir şampiyonluk mücadelesi içinde olduğu düşünülürse, bu maçın sonucunun önemine dikkat çekmek önemlidir.

Analysis: Tweet, Fenerbahçe'nin bir futbol maçı hakkındaki duygularını yansıtmaktadır. Yazar, Fenerbahçe taraftarı gibi görünebilir ve maçı kazanmayı umuyor. Retorik araçlar olarak, güçlü bir dil kullanılmıştır: ""Son 3 saat, 38"
-1,"@Fenerbahce Galatasaray eski başkanı Adnan Polat: ""Küme düşecek kadar kötü olduk ama şike yapacak kadar şerefsiz olmadık lan Ali sen Kimsin lan bizleri Fetöcü ilan ediyorsun @Fenerbahce ye şikeci diyen Terörist mi oluyo ŞİKECİSİNİZ ulan  https://t.co/tcj3UaUzXp","#FetöPapurcu #Fetöcü""

Anahtar kelimeler: Galatasaray, eski başkanı, Adnan Polat, kötü, şerefsiz, şike, Terörist, Fetöcü, FetöPapurcu

Yazarın ima ettiği duygular: Kötü, şerefsiz, şike iddiaları nedeniyle sinirli ve öfkelidir.

Yazarın retorik araçları: Kaba dil kullanımı, küfürler, sınırlı ifadeler

Yazarın duruşu: Yazar, Fenerbahçe'yi ve Adnan Polat'ı savunmaktadır. Ayrıca, Galatasaray'nın kötü performansını ve şike iddialarını reddetmektedir. Yazar, Terörist ve Fetöcü gibi pejoratif terimlerle karşı tarafa saldırmaktadır. Yazarın amacı, Fenerbahçe'nin"
1,@Fenerbahce @guntekin_resmi @aliececom @mehmetdemirkolb  @ukarakullukcu @emrekbol Beşiktaş kulübüne helal olsun . Galatasarayı gezhal ve gedsonla oyalatıp transfer yaptırtmadan Şampiyonlar liginden eletti. Hep mi Terim ve Ağar strateji yapacak birazda başkası yapsın . Ali Koç zaten yapamaz,"Translation: @Fenerbahce @officialaliece @mehmetdemirkolb @ukarakullukcu @emrekbol Congratulations to Beşiktaş. They played around with Galatasaray and Gedson, without making a transfer and kicked them out of the Champions League. Will Terim and Ağar always come up with strategies? Let someone else do it for a change. Ali Koç can't even do it. Key phrases: Beşiktaş, Galatasaray, Şampiyonlar liginden eletti (kicked out of the Champions League), Terim ve Ağar, strateji (strategy), başkası yapsın (let someone else do it), Ali Koç Analysis: The author seems to be expressing frustration and disappointment with Galatasaray's performance in the Champions League. They suggest that the club's"
-1,"Beşiktaş, şike yaptığını kabul edip kupayı iade eden bir camia. UEFA'nın şikeci kulüpler listesinde yer alan bir kulüp. Siz 2011 olayı hakkında konuşma yüzünü nereden buluyorsunuz ulan siz kimsiniz?  https://t.co/TYjEaq5Uqn","1. Anahtar kelimeler: Beşiktaş, şike, kabul, kupayı iade, UEFA, şikeci kulüpler, 2011 olayı
2. İma ettiği duygular: Kızgınlık, şüphe, haksızlık
3. Retorik araçlar: Soru, tehdit (üzerine gelinmezse ne olacağını sorarak), ifadesizlik (siz kimsiniz)
4. Yazarın duruşu: Beşiktaş'a karşı sert ve eleştirel bir tutum sergileyen bir yazar. Beşiktaş'ın 2011 şike skandalına yönelik haksızlık görmüyor ve UEFA'nın listesinde olması nedeniyle şikeci olarak nitelendiriyor. Yazar, Beşiktaş'ı savunmaktan ziyade, onları sert bir şekilde eleştiriyor ve hesap vereceklerini düşünüyor.

Sonuç: Yazar, Beşiktaş'a yönelik sert eleştirilerde"
1,"Ekrem İmamoğlu: ""Kapanma iyi oldu, çok sevindim""","Geçtiğimiz günlerde İstanbul'un bütün semtlerine kapanma kararı alındı. Bu durum, İstanbul'un bütün semtlerinde olduğu gibi Fatih semtinde de etkili oldu. İmamoğlu, Fatih semtinde yapılan bir etkinlikte konuştu ve ""Kapanma iyi oldu, çok sevindim"" dedi. İmamoğlu, bu durumu halkın sağlığı için alınan önlemler olarak değerlendirdi. İmamoğlu, İstanbul'un bütün semtlerinde olduğu gibi Fatih semtinde de etkili olan bu kapanma kararının, İstanbul'un bütün semtlerinde olduğu gibi Fatih semtinde de olumlu yönde etkiler gösterdiğini belirtti. İmamoğlu, bu durumu halkın sağlığı için alınan önlemler olarak değerlendirdi ve kapanmanın iyi bir karar olduğunu ifade etti. İmamoğlu, bu durumu halkın sağlığı için alınan ön"
1,GALATASARAY SPOR KULÜBÜ yine azize ve feneve gecirmis hahahaha KAPAKKKKKK,"https://twitter.com/AdmiralBenz_/status/1460452339961969154

Analysis: Bu tweet, Galatasaray Spor Kulübü'nün (GS) bir futbol maçı sırasında yaşanan bir olayı ele alıyor. Anahtar kelimeler: Galatasaray, azize, fena, hahahaha, KAPAK. Retorik araçlar: Hahahaha ile ifade edilen alaycı bir ton, olayın komik olduğu ve KAPAK kelimesinin ise olayın önemli ve konuşulan bir konu olduğunu gösteriyor. Yazar, Galatasaray'ın bu tür olaylar nedeniyle eleştirildiğini ve bu durumun dikkat çekici olduğunu belirtmektedir. Duruş olarak, yazar olayın hafifletilmesine ve alaycı bir şekilde ele alınmasına dikkat çekmektedir. Ancak, kesin bir sonuc'a ulaşmak için daha fazla bağlam ve kontekst gereklidir.

Passage: """
-1,@otpryc Fenerbahçe sizi her sikiştirdiğinde şikeci diyorsanız  fetönün ta kendisisinizdir,"#YozSpor #FetöPrg #Fetö #FetöCemaati #FetöPrgCemaati #FetöCemaati #FetöPrgCemaati

Analiz: Bu tweet, Fenerbahçe futbol kulübü ve Fetullahçı Terör Örgütü (Fetö) arasında bir bağ kurarak, Fenerbahçe taraftarlarını veya destekçilerini ""şikeci"" olarak damgalamaktadır. Tweet, Fenerbahçe'nin kötü bir imajı ve örgütle bağlantısı olduğunu iddia etmektedir. Retorik olarak, güçlü ve olumsuz ifadeler kullanılarak, okuyucuların örgütle ilişkilendirdikleri Fenerbahçe taraftarlarına karşı olumsuz bir tutum benimsemeleri amaçlanmaktadır. Yazar, Fenerbahçe ve Fetö arasında doğrudan bir ilişki olduğuna dair güçlü bir iddiada bulunmaktadır, ancak bu"
-1,Şu anda acil durum Anayasa değil! Acil olsaydı 19 senede yaparlardı demek ki bir aciliyeti yok! Aciliyet ekonomi işsizlik sofra cep vs...,"Yazarın iması: Umut ve hayal kırıklığı
Retorik araçlar: Karşılaştırma, belirsizlik
Yazarın duruşu: Anayasa değişikliği sürecine karşı

Analysis: Yazar, Anayasa değişikliği sürecine karşı olan bir duruş sergiliyor. Acil durum Anayasa'nın olmadığının altını çizen yazar, sürecin gereksiz olduğunu belirtiyor ve ekonomi, işsizlik ve diğer sosyo-ekonomik sorunlara dikkat çekerek karşıt duruşunu güçlendiriyor. Karşılaştırma ve belirsizlik gibi retorik araçları kullanarak, okuyucuların düşüncelerini sorgulamaları ve süreci daha dikkatli bir şekilde değerlendirmeleri için çağrıda bulunuyor.:// --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> -->"
-1,"şenol güneş'e tepki gösterenler, trabzonspor'dan sonra şikeci beşiktaş'ta ve şikeci fenerbahçe'de futbol oynayan egemen korkmaz'ın trabzonspor'da yardımcı antrenör olmasına nedense tepki göstermiyorlar!","Analysis: Bu kısa pasajda, yazar Fenerbahçe ve Beşiktaş'ta şike iddialarıyla suçlanan futbolcuları savunurken, Trabzonspor'da yardımcı antrenör olarak görevli olan bir futbolcu hakkında herhangi bir tepki göstermeyenleri eleştirmektedir. Yazar, retorik olarak ""şikeci"" ve ""nedense"" kelimeleriyle okuyucularını Trabzonspor'un eleştirisine tepki göstermeyenlerin zıtlığını yaratmak için yönlendirmektedir.://
Yazarın duruşu, Fenerbahçe ve Beşiktaş'taki futbolcuların şike ile suçlanmasını kabul ederken, Trabzonspor'daki futbolcunun durumunu daha az önemli hale getirmeye çalışır ve okuyucuları bu konuda tepkisizliğin üzerinde durulacak bir şey olmadığını düşünmeye yönlendirir. //"
-1,Foxconn'dan yeni skandal,"Foxconn, Apple ve Nike gibi devlerin üretimi için çalışan Çinli işçilerin yaşam koşullarını araştırıyor. Foxconn, işçilerin 8 saat çalıştığı, ancak 12 saatte işlerini bitirdiği ve 2 saatlik ekstra çalışma karşılığında fazla ödeme aldıkları için skandala neden oldu. Foxconn, bu durumu düzeltmek için önlem alıyor ve çalışanların çalışma saatlerini kontrol etmeye başladı. Ancak, bazı işçilerin hala 12 saatlik işlerini 8 saatte tamamlaması ve fazla mesai için ödeme almaya devam etmesi nedeniyle skandalın devam ettiği belirtiliyor. Analysis: - Skandal: Foxconn'un işçilere yönelik yaşam koşullarını araştırıyor. - Foxconn: Apple ve Nike gibi devlerin üretimi için çalışan Çinli işçilerin yaşam koşullarını araştırıyor. - İşçilerin"
-1,İran riyali dolar karşısında rekor düşüşte,"Yazı: İran rialinin değeri hızla düşüyor ve dolar karşısında rekor seviyelere ulaşıyor. Bu durum, ülkenin ekonomisine yönelik endişeleri artırmaktadır. İran ekonomisinin zor durumda olduğunu belirten uzmanlar, rialin değerindeki düşüşün daha da devam edeceğini tahmin ediyorlar. Ülkenin ekonomik sorunlarının temelinde, ABD ile olan ilişkiler ve yaptırımların etkisi gösterilmektedir. Ayrıca, hükümetin ekonomik politikalarının başarısızlığı da bu duruma katkıda bulunmaktadır. İran halkının yaşadığı ekonomik zorluklar, hükümete karşı yapılan protestoların artmasına neden olmaktadır. Bu durum, ülkede istikrarsızlık ve istikrarsızlık ortamının oluşmasına yol açmaktadır.

Analysis: 
1. Anahtar kelimeler: İran rial, dolar, rekor düşüş, ekonomi, uzmanlar, ABD, yaptırımlar,"
-1,Böbrek yetmezliği kalp krizi riskini artırıyor,"Göğsümde sıkıntıdan dolayı doktoruma durumu anlattım. O da böbreklerimin çalışmaması nedeniyle kalp krizine maruz kalabileceğimi söyledi. Böbrek ve kalp hastalıklarının birlikte görülmesi oldukça yaygındır. 

Analysis: Bu kısa pasajda, yazar böbrek yetmezliğinin kalp krizi riskini artırabileceğini ve kendi göğsünde sıkıntıdan dolayı doktoruna durumu anlattığını belirtmektedir. Ayrıca, böbrek ve kalp hastalıklarının sıkça birlikte göründüğünü paylaşmaktadır. Pasaj, sağlık alanında yer almakta ve yazarın böbrek ve kalp hastalıkları ile ilgili bilgi ve endişesini yansıtmaktadır.://>
://> 
://>://> 
://> 

://> 
```python
import pandas as pd"
-1,@KartalicElifCNR Yunan takımına bak hele.. taraftar başkanı alan markeryan Ermeni mi🤔 milliyet üzerinden Fransız diosunuz ya komiksiniz.. Galatasaray dünya takımı elit takım .. haddinizi bilin karakargalar .. seref(siz ) bitisiksiniz.. UEFA da küçük sikeci olarak ceza almış ufakcik bir takım..,"https://twitter.com/i/broadcasts/1Lq9ZJQ2LXvRgJUy

Keywords: Yunan takım, taraftar, başkanı, markeryan, Ermeni, milliyet, Fransız, Diosunuz, komik, Galatasaray, dünya takımı, elit takım, haddinizi, bilin, karakargalar, seref, sız, bitisik, UEFA, küçük sikeci, ceza, ufakcık, takım.

Analysis: The author of this tweet seems to be a passionate Galatasaray supporter. They are engaging in a heated argument with another user about the merits of the Greek team and Galatasaray. The author uses strong language and nationalistic undertones to emphasize Galatasaray's superiority. They call Galatasaray an ""elite team"" and imply that the Greek team is not as strong. The author also mocks the other user, calling them ""Karac"
-1,"Tam kapanmayla birlikte, herkes kendi çapında güvenli ve huzur içinde olacakları yerlere göç etti.Tabi virüs yayılımını düşünmeden.Bunun ceremesini yine biz yıkık sağlıkçılar çekecek‼️ #sağlıkçılarHariç","Analysis: Bu kısa pasajda, yazarın sağlıkçılar lehine bir duruş sergilediğini görüyoruz. Yazar, tam kapanmanın sona ermesi nedeniyle herkesin güvenli ve huzurlu yerlere göç ettiğini belirtiyor, ancak bu durumun virüs yayılımını göz önünde bulundurmadan olduğunu ifade ediyor. Yazarın bu durumdan rahatsızlık duyduğunu ve bunun sağlıkçıların üzerinde olacağını düşündüğünden, sağlıkçıların zarar görmemesi için bir uyarı niteliği taşıyor. Yazarın, sağlık çalışanlarına destek çıktığı ve onların sorunlarını paylaştığı yönünde bir analiz yapabiliriz.://
://
://
://
://
://
://
://
://
://
	//://
	//://
	//	*Eyle"
1,@isimsizaslan3 @poticokkonusur @futbolarena 6.5 cicaldau ya verip bir de gedsona verecek 7.5m euroları varsa helal olsun cicaldau yerine daha iyi bir 10 numara bulurdu Galatasaray gereksiz oldu biraz,"Analysis: Bu tweet, Galatasaray'ın transfer stratejisiyle ilgili eleştiriyi içeriyor. Yazar, futbolcu Cicaldau'nun transferini olumlu karşılamıyor ve yerine daha iyi bir oyuncunun alınabileceğini düşünüyor. Ayrıca, Galatasaray'ın biraz gereksiz olduğunu belirtiyor. Retorik araçlar arasında öfkeli ve saldırgan bir ton kullanılmıştır. Yazar, Galatasaray'ın daha iyi bir transfer stratejisi izlemesi gerektiğini savunuyor.://
://
Tweet: @sosyalsavunma 4. Ligdeyiz ve 2. Lig'den düşme tehlikesi var. Fenerbahçe ve Beşiktaş'ın durumu iyi ama Trabzonspor ve Galatasaray'ın durumu hiç iyi değil. @FatihTerim @Çimsa_ozan
Analysis: Bu tweet, Türk futbolunun durumu ve kulüplerin performansları hakkında genel bir değer"
-1,"Bu taraftar , her kelimesini her cumlesini yalan ile bezemis baskan istemiyor! O yuzden #DursunOzbekİstifa #Galatasaray @GalatasaraySK","Analysis: Anahtar kelimeler: taraftar, yalan, başkan, istemiyor, Dursun Özbek, istifa, Galatasaray. Retorik araçlar: güçlü olumsuzlama, imalı çağrı. Yazarın duruşu: Dursun Özbek'in yalanlarla dolu açıklamalarını ve başkanlık görevini sürdürmesini istemiyor; istifasını istiyor ve Galatasaray taraftarının onunla aynı fikirde olduğunu ima ediyor.

Passage: ""Siyasette bir yenilgi yaşadık"" diyen #MHP Genel Başkanı Bahçeli, ""Bizim için önemli olan, milletin iradesinin tecelligüzü olan bu seçimin sonucudur"" dedi.
Analysis: Anahtar kelimeler: siyaset, yenilgi, MHP, Bahçeli, milletin iradesi, seçim sonuçları. Retorik araçlar: öz-değerlendirme, hedefe yönelik vurgu. Yazar"
1,@Trabzonspor Vay be 1967 forma helal olsun be,"#Trabzonspor
#Yıldızlar
#Trabzon
#SüperLig

Tweet: İşte Trabzonspor yine tarihi başarıya imza attı! #Trabzonspor #SüperLig

Analysis: Bu pasajda Trabzonspor'un tarihi bir başarıya imza attığından bahsedilmektedir. Anahtar kelimeler: ""Trabzonspor"", ""tarihi başarı"", ""SüperLig"". Retorik araç: Teşvik. Yazarın duruşu: Pozitif ve destekleyici.

Tweet: Galatasaray'ın yeni transferi, takım için önemli bir katkı sunacak! #GS #Transfer #Futbol

Analysis: Bu tweet, Galatasaray'ın yeni transferini ve bu transferin takım için önemli bir katkı sağlayacağını belirtmektedir. Anahtar kelimeler: ""Galatasaray"", ""yeni transfer"", ""önem"
1,"#SONDAKİKA THODEX KURUSUCU FARUK FATİH ÖZER’İN YAKALANDIĞI, İÇİŞLERİ BAKANI SÜLEYMAN SOYLU’NUN AÇIKLAMA YAPILACAĞI İDDİA EDİLİYOR.","#SONDAKİKA THY UZMANLARININ RAPORU: VİDEOLARDAN HABERİN VAR! UÇAKLARDA KORONAVİRÜS BULAŞIMI OLUŞTURABİLİR.
#SONDAKİKA 6 AY İÇERİSİNDE 150 BİN KİŞİYE HİZMET SUNACAK OLAN 'SAĞLIK KAPSAMLI SÜRDÜRÜLEBİLİR KALKINMA PROJESİ'NE 100 MİLYON DOLAR YATIRIM YAPACAK.
#SONDAKİKA TÜRKİYE'NİN EN BÜYÜK KİMLİK SAHİPLİĞİ PROJESİ ""TÜRKİYE İMİCİ"" 3 AYDA 1 MİLYON KİŞİYE HİZMET SUNABİLİR.

Analysis"
-1,Doğum yapmış 5 kadından 2'sinde varis var,"Analysis: 
- Anahtar kelimeler: Doğum, 5 kadın, 2'sinde varis
- Duygular ve retorik araçlar: Şaşırtıcı, sürpriz
- Yazarın duruşu: Doğum yapmış kadınların bazılarında varis bulunması şaşırtıcı ve beklenmedik bir durumdur. Bu durum, varis riskini taşıyan kadınların sayısı açısından önemli bir bulguyu öne çıkarmaktadır. 

Passage: Fenerbahçe, Galatasaray ve Beşiktaş'ın hepsinin ligde kalması için dua ediyoruz.
Analysis: 
- Anahtar kelimeler: Fenerbahçe, Galatasaray, Beşiktaş, ligde kalma, dua
- Duygular ve retorik araçlar: Umut, desteğin ifade edilmesi
- Yazarın duruşu: Yazar, Fenerbahçe, Galatasaray ve"
-1,Fazla et tüketimi ishali tetikliyor,"Doktorların önerisi; et tüketimini azaltın! #Sağlık #Diyet

Analysis: Bu kısa metinde, fazla et tüketiminin sağlık üzerinde olumsuz etkileri olduğu ve doktorların bu konuda uyarmaları gerektiği belirtilmektedir. Metinde retorik araçlar olarak ""Fazla et tüketimi ishali tetikliyor"" ifadesinde ironi ve ""Doktorların önerisi; et tüketimini azaltın!"" ifadesinde ise tehdit ve temkinli tavır kullanılmıştır. Yazarın duruşu, et tüketiminin azaltılması gerektiği ve doktorların bu konuda önemli bir rol oynadığı yönündedir. 

Tweet: Fenerbahçe, Galatasaray ve Beşiktaş'ın ligde kalma mücadelesi devam ediyor. Trabzonspor ise şampiyonluk için mücadele ediyor. Futbol"
-1,ABD'den İran'a satışa jet engel,"ABD, İran'a savaş uçağı satmanın yollarını arıyor ve bu konuda Türkiye ve Suudi Arabistan'ı hedef alıyor. İki ülke, İran'ın enerji ve siyasi hedeflerine karşı ABD'nin desteğini almak istiyor. Son zamanlarda Türkiye ve Suudi Arabistan, İran'a yönelik ekonomik yaptırımların uygulanmasına yardımcı olmak için ABD ile daha yakın işbirliği yapıyor. Bu durum, İran ile olan gerilimin arttığı bir dönemde, ABD'nin İran'a savaş uçağı satma çabalarının hızlanmasına neden olabilir. Yeni bir analizde, Stratejik ve Uluslararası Araştırmalar Enstitüsü (ISW), Türkiye ve Suudi Arabistan'ın, İran'a karşı ABD'nin desteğini almak için savaş uçağı satma girişimine dahil olduğunu belirtiyor. ISW'nin analisti, Türkiye ve Suudi Arabistan'ın İran'ın enerji"
-1,"50 tl altına 6,5 tl komisyon, 50 tl üstüne %13 komisyon ve 9 tl kargo ücretiyle artık vedalaşmaya başladığım uygulamadır. 100'den fazla satışı olan güzelim hesabımı üzülerek bırakacağım paragöz trendyol yüzünden. alternatiflerini deneyeceğim bakalım. ilgi alanım olsa valla kendim bir uygulama yapardım, insanların ikinci el eşyalarını ucuza satabileceği daha uygun bir platform mümkün elbette. büyük resmi görün arkadaşlar; bence trendyol dolap'ı rakip olarak gördü, azalarak bitirmek ve böylece sıfır ürün satışlarını korumak için aldı ve bariz şekilde kullanıcı kaçırıyor, satış oranını düşürüyor. dolap trendyol tarafından alınmadan önce giderek büyüyordu, çok iyi gidiyordu. yani ya zaten amaçları dolap'ı yok etmek ya da inanılmaz yanlış ve kötü kararlar veriyorlar. trendyol resmen evinden eşyalarını giysilerini değerlendirip az birşeyler kazanmaya çalışan insanların üç beş kuruşuna göz koydu, ayıp gerçekten. ya nedir bu telaş? ekonomi bitmiş, vergiler uçmuş, buna rağmen hala araç alan insanlar var, pek de bir azalma yok; yani merak etmeyin insanlar sıfır ürün almaya da aynı oranda devam eder. dolap'ı bile bile yok etmek ne kadar işe yarayacak. insanlar bu ikinci el olayına alıştılar artık, mevcut ve yeni uygulamalara geçilecek elbet. trendyol da en çok kullandığım alışveriş sitesi ama kendisinden soğutuyor bu dolap'a yaptığı zulümle, bu gidişle onunla da vedalaşacağım, elit üyeliği de sizin olsun, başlarım elitine. hepsiburada olur n11 olur, senden çok var anlayacağın.","Anahtar kelimeler: trendyol, dolap, ikinci el, ikinci el eşya, satış, komisyon, kargo, uygulama, kullanıcı, rakip, sıfır ürün, alışveriş, insanlar, vergiler, ekonomi, evden eşya, giysi, zulüm, hepsiburada, n11
Yazarın ima ettiği duygular: Üzüntü, hayal kırıklığı, hayalperestlik, tepki, öfke
Yazarın retorik araçları: Karşılaştırma, abartı, ironi, tehdit, öznel değerlendirme
Yazarın duruşu: Yazar, trendyol'un dolap'ı almasının kötü bir karar olduğunu ve bu durumun kullanıcıları olumsuz etkilediğini düşünüyor. Yazar, ikinci el satış platformlarının önemini vurguluyor ve trendyol'un bu sektöre müdahalesinin başarısız olduğunu"
-1,@Gokhan_Forza Ya senin gibi oyuncunun abi pozisyonu gördün mu cizgide dokunmadı topa şerefsiz sikeci ya,"Analysis: 
1. Anahtar kelimeler: Gokhan_Forza, abi pozisyonu, cizgi, dokunmadı, topa, şerefsiz, sikeci
2. Duygular ve retorik araçlar: Kınama, öfke, ad hominem saldırı
3. Yazarın duruşu: Yazar, Gokhan_Forza adında birini kınıyor ve onun futbol oynama tarzını eleştiriyor. Bu, futbol ile ilgili bir konuyu tartışıyor gibi görünüyor, muhtemelen bir maç veya oyuncunun performansı hakkında. Yazar, eleştirdiği kişinin futbol oynama şeklini ""şerefsiz"" ve ""sikeci"" olarak nitelendirerek sert ifadeler kullanıyor. Yazarın amacı, Gokhan_Forza gibi birini eleştirerek futbol oynama tarzını ve performansı hakkında görüşlerini belirtmek ve kınıyor görünmek olabilir. 

Note:"
-1,Her yıl 5 milyon kişiyi hareketsizlik öldürüyor,"- WHO Son zamanlarda hareketsizliğin sağlığı olumsuz etkilediğini öğrendim. İnsanlar artık evde kalıp televizyon izlemeye ve oyun oynamaya başladı. Bu durumun bir an önce düzeleceğini umuyorum. #Sağlık #Evcilik Analysis: 1. The author emphasizes the health risks of inactivity, citing a statistic from WHO that 5 million people die annually due to inactivity. 2. The author mentions that they recently learned about the negative impact of inactivity on health. 3. The author expresses concern about people staying at home, watching TV, and playing video games, which they believe contributes to inactivity. 4. The author hopes that this situation will improve soon."
